qs1,qs2,qs3,qs4,qs5,merge1,partition
0.09622645378112793,0.1480848789215088,0.14527511596679688,0.13008332252502441,0.13778424263000488,0.15172648429870605,0.1081092357635498
0.09837603569030762,0.1473550796508789,0.15663981437683105,0.14787983894348145,0.13358569145202637,0.15121054649353027,0.10935854911804199
0.09789752960205078,0.14879608154296875,0.14578485488891602,0.12572789192199707,0.13304710388183594,0.15163087844848633,0.10905075073242188
0.09898185729980469,0.14992594718933105,0.1513969898223877,0.13630437850952148,0.1380007266998291,0.15276098251342773,0.10934281349182129
0.09890151023864746,0.15526509284973145,0.15338945388793945,0.13244223594665527,0.13434362411499023,0.30281853675842285,0.10877251625061035
0.09813976287841797,0.15594148635864258,0.15713810920715332,0.13532233238220215,0.13513803482055664,0.33679723739624023,0.10935354232788086
0.09833049774169922,0.14963579177856445,0.15170025825500488,0.1450026035308838,0.13698887825012207,0.29271554946899414,0.1088559627532959
0.09854483604431152,0.15423369407653809,0.1530623435974121,0.14231038093566895,0.13090968132019043,0.3320930004119873,0.10908031463623047
0.09879446029663086,0.15563011169433594,0.14637279510498047,0.1355273723602295,0.137437105178833,0.363206148147583,0.10983490943908691
0.09721612930297852,0.15337872505187988,0.14752626419067383,0.13832354545593262,0.13690423965454102,0.3554399013519287,0.10988521575927734
0.0972135066986084,0.15262985229492188,0.14816641807556152,0.14414143562316895,0.135422945022583,0.18235445022583008,0.10946416854858398
0.09731769561767578,0.1464550495147705,0.15413999557495117,0.13918232917785645,0.13648056983947754,0.15150165557861328,0.10976123809814453
0.0993189811706543,0.14923906326293945,0.14635133743286133,0.12740802764892578,0.14441943168640137,0.1527879238128662,0.10967111587524414
0.09905314445495605,0.15257906913757324,0.14463543891906738,0.13628196716308594,0.13195204734802246,0.2730436325073242,0.10871767997741699
0.09928226470947266,0.1609499454498291,0.14443111419677734,0.13728904724121094,0.13908958435058594,0.3173518180847168,0.10770630836486816
0.09887218475341797,0.15868282318115234,0.1509850025177002,0.12878775596618652,0.1387641429901123,0.15205669403076172,0.11019158363342285
0.09859633445739746,0.15380620956420898,0.1529371738433838,0.132127046585083,0.13489246368408203,0.15417218208312988,0.10918307304382324
0.09824037551879883,0.14708900451660156,0.16593146324157715,0.13858389854431152,0.13763928413391113,0.14966106414794922,0.1095583438873291
0.0981295108795166,0.14742755889892578,0.15144968032836914,0.12877869606018066,0.1348884105682373,0.1527116298675537,0.10913872718811035
0.09723329544067383,0.14658880233764648,0.15218830108642578,0.13036561012268066,0.13648605346679688,0.151688814163208,0.10894441604614258
0.09876060485839844,0.15561127662658691,0.15080475807189941,0.1376361846923828,0.1357131004333496,0.15336990356445312,0.10993504524230957
0.09896254539489746,0.14594054222106934,0.1522071361541748,0.13898420333862305,0.13596773147583008,0.15109896659851074,0.11001920700073242
0.09901857376098633,0.15185785293579102,0.14912199974060059,0.13076353073120117,0.13743233680725098,0.1537010669708252,0.10957098007202148
0.09915542602539062,0.15456175804138184,0.15305042266845703,0.14297938346862793,0.13561105728149414,0.15088987350463867,0.10932517051696777
0.09756994247436523,0.14708328247070312,0.1478562355041504,0.13825058937072754,0.136427640914917,0.1518092155456543,0.10944199562072754
0.09738302230834961,0.14891839027404785,0.14953255653381348,0.13554835319519043,0.1345205307006836,0.15047574043273926,0.11003255844116211
0.09966444969177246,0.14949584007263184,0.14821672439575195,0.13301825523376465,0.13696074485778809,0.15309929847717285,0.10828781127929688
0.0996103286743164,0.15364956855773926,0.14807891845703125,0.13727355003356934,0.1382884979248047,0.15045428276062012,0.11008810997009277
0.09911966323852539,0.14984822273254395,0.15676093101501465,0.1378459930419922,0.1359715461730957,0.15399861335754395,0.1087503433227539
